calls,minutes,messages,mb_used,is_ultra
178,1354.7500000000002,10,4880.620000000001,1
60,376.33000000000015,1,13479.08,0
43,280.33,0,25184.08,0
78,497.1399999999998,0,18267.179999999997,0
86,605.25,20,22596.500000000004,0
94,641.4600000000003,17,16670.230000000003,1
1,8.33,5,2346.71,0
1,14.91,55,23828.6,0
43,268.40999999999997,92,27172.369999999995,0
114,887.0799999999998,112,22415.920000000002,1
55,344.96000000000004,60,6294.310000000001,0
30,204.00000000000003,87,14152.159999999994,0
44,300.88999999999993,66,11859.240000000002,0
58,462.23999999999995,26,14104.660000000003,0
57,385.28000000000003,23,29942.590000000015,1
43,298.42,12,18311.24,0
17,97.8,2,8792.28,0
36,259.5,8,7417.140000000001,0
47,273.59999999999997,60,24264.529999999988,0
103,752.2499999999999,40,16132.52,0
62,368.88,77,15873.389999999998,0
24,144.5,11,10879.100000000002,0
71,532.8600000000001,72,16333.759999999997,0
59,357.95,43,21587.770000000004,0
39,248.15000000000003,0,13443.340000000002,0
176,1364.8299999999997,153,22652.06,1
36,314.67,16,16476.829999999998,0
69,456.26000000000005,39,15289.840000000004,0
39,292.12000000000006,73,25521.07,1
136,999.09,84,23116.46,1
88,625.64,80,8983.420000000002,0
22,155.05999999999997,22,2253.5,1
51,319.25000000000006,0,10985.030000000004,0
47,392.98999999999995,0,18981.920000000006,0
78,528.4100000000001,11,14872.62,0
81,525.9699999999999,15,18878.909999999996,0
69,430.4999999999999,9,10460.900000000003,0
130,925.5800000000004,53,2335.64,1
63,411.3599999999999,31,11886.28,0
79,577.1099999999998,46,30981.679999999993,0
48,338.0600000000001,3,20883.009999999984,0
98,723.1200000000005,10,14688.44,0
198,1390.220000000001,64,20066.149999999998,0
51,401.45,91,19021.56,0
81,531.2800000000001,109,19496.93,1
45,319.26000000000005,26,13376.33,0
35,182.51000000000002,103,25494.779999999995,1
28,151.92000000000002,108,20411.22,1
32,266.95,0,23336.539999999997,0
23,207.18,4,5890.07,0
78,523.42,40,12477.65,1
66,488.95,46,17383.220000000005,0
45,320.44,117,35689.59999999999,1
51,298.15000000000003,6,9220.92,0
26,193.78,14,13946.360000000004,0
46,284.7000000000001,40,16449.449999999997,0
0,0,32,17206.440000000002,0
49,301.37,65,17393.94,1
74,367.7900000000001,26,12820.929999999997,0
107,666.29,35,27935.42,0
94,707.3700000000001,19,14491.720000000001,1
81,586.5899999999998,35,20566.269999999997,0
119,808.1300000000002,14,20728.449999999986,0
70,523.84,31,22127.489999999987,0
77,578.21,93,16546.95,1
47,352.5299999999999,81,16537.78,0
59,392.03999999999996,0,43824.92999999999,1
72,370.52,25,14696.310000000001,0
46,270.06000000000006,1,9121.7,0
43,295.1499999999999,0,17423.98,0
83,554.0699999999999,44,19300.039999999997,1
34,213.04999999999995,27,7884.190000000002,0
38,263.16999999999996,126,34329.08,1
83,705.8999999999999,84,16082.160000000007,0
34,263.06,73,15661.730000000005,0
16,112.53999999999999,7,4185.820000000001,0
76,549.99,21,21063.530000000002,0
42,285.74000000000007,1,16807.610000000004,0
11,58.53999999999999,5,7085.970000000001,1
130,876.3300000000002,138,39652.05000000001,1
41,342.96999999999997,55,16567.859999999997,0
6,46.400000000000006,0,814.35,1
51,415.0000000000001,49,16588.54,0
87,588.8999999999999,66,8496.92,0
82,552.2800000000002,50,24278.940000000006,1
137,968.5099999999996,94,28174.54,1
83,519.66,52,15821.169999999998,0
69,522.3599999999999,20,17713.64,0
28,238.38,8,21979.189999999995,0
90,521.5300000000001,54,15950.099999999999,1
86,648.6600000000001,25,11290.130000000001,0
75,503.26000000000005,12,11859.170000000004,0
40,232.35,37,13941.600000000006,0
47,367.36999999999995,142,37554.41000000001,1
78,498.47,7,13212.220000000001,0
25,203.33000000000004,25,22518.059999999998,0
60,447.86999999999983,33,13114.530000000002,0
45,351.62,0,18991.129999999997,0
36,322.57,41,12259.439999999999,0
52,389.15000000000015,50,12774.100000000006,0
56,432.43,25,13947.46,0
114,793.6900000000002,15,23225.779999999995,0
87,655.1600000000002,10,20192.799999999996,0
68,431.39,0,14301.29,0
24,153.32000000000002,91,23122.07999999999,0
76,493.5000000000002,6,21655.42,0
62,462.4800000000001,32,14589.410000000002,0
26,190.97999999999996,11,23590.87,0
56,392.7200000000001,0,6810.5199999999995,0
48,369.4,106,4520.18,0
42,290.68999999999994,77,21507.029999999995,0
54,395.09,33,19088.31,0
18,122.03999999999998,5,7997.91,0
70,519.97,31,19455.13999999999,0
54,448.86999999999995,0,9670.720000000001,0
49,394.92,18,11284.140000000003,0
150,1079.7500000000002,113,18301.760000000002,1
61,436.1500000000001,34,9894.749999999998,0
133,972.6999999999999,83,38552.61999999999,0
55,345.49,16,20124.92999999999,0
81,514.5899999999998,45,19370.719999999998,0
31,173.75999999999996,0,11966.730000000001,1
70,519.74,28,24750.539999999994,0
113,707.7900000000001,0,21008.039999999983,0
62,398.63000000000005,60,11311.360000000004,0
61,452.89,27,10444.650000000001,0
14,119.61,23,13469.350000000004,0
111,707.2499999999999,77,12279.31,0
59,371.10000000000014,0,14647.950000000003,0
74,476.3699999999999,76,13424.260000000004,0
9,58.86999999999999,2,671.96,0
160,1055.7900000000004,54,33629.52999999999,1
118,799.3999999999999,0,12828.73,1
114,734.1199999999999,134,25969.8,0
64,493.44000000000005,11,31703.279999999995,0
61,398.63,76,12230.870000000003,0
67,444.22,14,18977.779999999995,0
97,705.5999999999999,47,14407.850000000002,1
75,529.6600000000001,20,21749.32,0
110,867.2699999999999,0,14783.869999999997,1
104,704.7100000000002,30,43304.53000000001,1
94,728.1199999999998,41,17962.509999999995,0
97,686.8499999999999,3,21722.120000000003,0
26,198.5,45,14556.84,0
66,410.84000000000015,0,20148.110000000004,0
30,178.79999999999995,45,22732.71,0
66,502.46,128,20861.169999999995,1
72,410.23,68,16006.550000000007,0
43,288.42999999999995,21,21722.72000000001,1
36,267.30000000000007,17,21595.680000000004,0
120,929.3600000000001,39,15080.13,0
6,35.11,34,17625.230000000003,0
122,837.7599999999996,1,20197.070000000003,1
90,645.3100000000003,3,27488.440000000006,1
44,338.1600000000001,18,5051.830000000001,0
109,763.2200000000001,42,17236.5,0
69,482.17999999999995,40,11178.07,1
69,478.3400000000001,25,23367.119999999995,0
101,719.9299999999997,35,21337.250000000004,1
88,581.4999999999998,85,16127.190000000002,0
71,556.8399999999998,71,19869.209999999995,0
80,479.4899999999999,33,10121.449999999999,1
52,384.83000000000004,46,16964.059999999998,0
57,335.5499999999999,28,17364.21,0
75,544.23,0,22924.79,1
152,1048.9699999999998,101,18716.230000000003,1
58,338.05,5,27967.259999999995,1
35,317.9,101,13118.370000000003,0
82,692.2499999999999,38,21644.139999999996,0
66,494.4700000000001,0,17360.07,0
5,38.41,1,9707.950000000003,0
0,0,180,32045.72999999999,1
35,269.15999999999997,0,10621.59,1
83,558.9399999999999,62,24179.889999999992,0
104,714.1800000000004,25,19691.88,1
46,308.33,23,18865.350000000006,0
80,493.8500000000001,30,5042.33,1
17,119.41999999999999,0,18743.58,0
56,404.17999999999995,91,16476.40000000001,0
64,454.0200000000001,2,15656.280000000002,0
55,314.7200000000001,0,17451.24,0
19,110.1,0,6120.38,0
57,408.1,0,15589.990000000002,0
86,632.1599999999999,47,18910.07999999999,0
29,203.62,30,19527.95,0
10,62.620000000000005,13,8826.2,0
31,205.13999999999996,22,10250.58,0
43,289.68999999999994,115,16545.7,0
83,602.6299999999999,46,29361.18000000001,1
98,657.0099999999998,70,13309.900000000003,0
55,430.22,8,16689.449999999997,0
58,376.6500000000001,44,15136.569999999996,0
43,346.8800000000001,84,17934.799999999996,0
49,291,73,15791.449999999999,0
53,460.0599999999999,0,12371.770000000004,0
68,403.53,0,20811.879999999997,1
87,615.13,99,7625.09,1
25,189.88,40,18592.840000000004,0
73,463.73999999999995,29,21860.130000000005,0
31,198.67,0,23628.07,0
51,406.8600000000001,57,5336.82,1
137,973.6400000000001,13,16015.970000000001,0
45,308.42000000000013,0,15895.570000000005,0
50,375.90999999999997,35,12388.4,0
90,547.4200000000003,7,13741.1,0
36,340.02000000000004,49,8657.77,0
146,968.3399999999996,101,16090.179999999998,1
95,732.2000000000003,44,28042.76,1
93,722.6400000000002,0,14198.919999999998,0
106,798.42,0,42181.91000000001,1
61,421.74000000000007,41,19746.940000000002,0
27,195.40000000000003,0,15765.070000000003,0
61,399.97999999999996,24,17553.710000000003,0
92,757.1899999999999,0,14682.17,1
74,561.37,27,18350.010000000006,1
22,175.36000000000004,17,13973.08,0
50,334.1699999999999,39,21353.710000000006,0
103,730.6100000000001,154,18565.12999999999,1
59,376.6499999999999,32,14791.390000000003,1
47,411.65,145,18603.32,1
2,2,28,9173.78,0
70,450.03000000000003,51,17567.129999999994,0
74,588.4999999999999,59,17963.410000000003,0
75,520.4700000000001,0,18194.45,1
55,354.6700000000002,16,16405.570000000003,0
39,267.15,43,19856.17999999999,0
63,457.86000000000007,47,15708.640000000003,0
97,691.9099999999999,26,23418.089999999986,0
35,270.2599999999999,15,15482.339999999998,0
69,453.2300000000001,74,14727.37,0
31,269.94,48,13340.589999999998,0
85,623.2199999999999,64,19081.08999999999,0
50,350.2,20,22219.69999999999,0
33,247.29,0,30996.300000000003,1
117,737.27,3,13981.21,1
58,386.4399999999999,0,16581.859999999997,0
39,225.96999999999997,19,13950.920000000002,0
65,421.87000000000006,28,23488.979999999996,0
0,0,185,31032.939999999995,1
87,518.1,17,13957.77,0
42,297.86,3,11687.049999999997,0
52,383.9,40,24574.81999999998,0
85,613.98,34,5622.079999999999,1
34,203.58,77,15670.319999999996,0
152,1181.8200000000002,121,49745.73000000001,1
2,16.29,2,1160.41,0
48,341.79999999999995,53,5910.349999999999,1
107,791.9100000000001,6,15676.409999999998,1
43,352.23999999999995,127,27271.390000000003,1
35,236.7199999999999,72,13380.670000000002,0
97,743.2199999999997,43,16404.299999999992,0
36,267.37,79,18205.969999999998,0
81,542.2199999999999,21,15356.16,0
106,619.94,0,27762.85000000001,1
2,9.01,0,478.96,0
82,666.5599999999998,28,17732.359999999997,1
77,527.44,0,16620.310000000005,0
68,504.3799999999998,106,17767.899999999994,0
61,523.7199999999999,116,17254.54,1
84,577.2000000000002,86,12375.26,0
64,486.46,74,19626.999999999996,0
66,465.75,6,16832.320000000003,0
11,106.75000000000001,31,17631.059999999994,0
43,321.23999999999995,6,8395.77,0
68,419.13,98,21628.93,0
66,443.83,0,17672.29,0
34,268.50000000000006,10,8859.080000000002,0
67,478.42000000000013,36,14839.660000000002,0
38,254.26000000000008,0,7928.78,1
52,350.92000000000013,63,21237.38,0
65,446.32999999999987,93,18147.989999999998,0
72,467.9899999999998,9,17435.71,0
77,553.6499999999999,53,15428.890000000003,0
65,474.15999999999997,3,15983.409999999998,1
34,169.09999999999997,0,16587.99,1
56,404.9700000000001,26,11262.47,0
58,373.58,63,14802.420000000002,0
67,457.99,39,17687.399999999998,0
81,626.1399999999996,42,21885.47,1
82,569.1300000000002,24,18749.93,0
83,626.9600000000002,0,14486.369999999999,1
68,379.06,18,11166.220000000001,1
69,493.47,11,10594.240000000002,0
93,567.3699999999998,0,3345.7700000000004,1
92,617.2200000000001,72,33816.28999999999,1
84,583.7600000000001,0,25048.579999999994,0
83,534.0499999999998,70,19292.729999999996,0
39,259.94,1,10679.43,0
88,740.6799999999998,0,25803.709999999992,1
35,197.96000000000004,45,21425.83999999999,0
77,496.56,0,21814.38,0
37,279.41,0,27548.01,1
51,351.95,0,23680.010000000006,0
97,608.0999999999999,50,26838.479999999996,1
73,550.5799999999999,25,18322.629999999994,0
46,317.98,31,16087.51,0
84,608.1900000000002,19,25013.17999999999,0
86,608.4799999999999,0,16025.980000000001,0
92,654.7599999999998,31,14370.82,0
85,533.9999999999998,60,13880.099999999999,0
96,760.21,11,13388.770000000004,0
96,655.5200000000002,2,20432.780000000002,0
42,319.79999999999995,121,16790.960000000003,0
24,178.32000000000005,14,4674.47,0
93,650.5099999999999,31,20460.9,0
25,149.04,9,16837.46,0
77,530.0699999999999,69,12697.45,0
24,108.68999999999998,72,16765.419999999995,0
108,789.1700000000003,12,32670.359999999993,1
55,343.1799999999999,28,18692.990000000005,0
76,601.1,0,17104.36,0
100,709.4,17,16964.329999999998,0
16,111.25,10,33347.090000000004,1
61,410.1900000000001,30,14214.92,0
72,487.77999999999986,20,28187.72,0
72,445.2,53,18696.440000000002,1
72,442.65000000000015,35,28183.289999999994,0
85,621.9300000000001,46,16743.649999999998,1
151,1029.3700000000001,0,25994.119999999995,1
65,447.0700000000001,55,24515.370000000003,1
66,463.1099999999999,0,34912.319999999985,0
152,1067.2399999999998,17,1151.08,1
77,473.18000000000006,20,15738.08,1
87,664.97,6,27183.14,1
56,357.36,0,12965.489999999998,0
80,581.0500000000001,16,13976.519999999999,0
115,827.9299999999998,3,18727.789999999997,1
0,0,29,21289.28,1
51,434.8900000000001,14,19815.78,0
97,760.53,77,20246.27,1
106,796.79,23,42250.70000000001,1
33,282.08000000000004,30,13670.890000000003,0
84,597.2700000000001,3,33352.799999999996,1
70,533.3199999999998,13,10801.910000000002,0
83,577.8199999999999,8,14878.490000000003,0
57,418.81,44,17335.039999999997,0
40,246.79000000000002,88,22284.780000000002,0
36,218.91,14,28638.899999999987,0
85,464.6899999999998,51,19787.139999999996,0
39,240.62999999999997,14,4049.96,1
65,491.2499999999999,55,10143.200000000003,0
42,226.17999999999998,21,13243.480000000001,0
23,132.63,47,16889.329999999998,0
50,331.19999999999993,9,9285.620000000003,0
81,516.5600000000001,2,19457.419999999995,1
64,423.95,44,7826.030000000001,0
38,212.46,52,18610.53,0
99,660.2,17,18430.23,1
54,363.08999999999986,47,22974.040000000005,0
77,510.00000000000006,19,11907.139999999998,0
22,134.71,18,6040.48,0
46,345.98,0,20980.24999999999,0
2,2,0,959.51,1
90,653.6200000000001,0,15697.769999999997,0
40,234.18,49,4817,0
49,369.41999999999996,86,8483.11,0
91,725.6200000000002,0,20929.17,1
24,187.98999999999995,0,8377,1
45,360.87,25,19958.700000000004,0
97,645.8200000000002,51,10471.58,0
80,498.91,51,20736.280000000002,0
31,258.82,0,33988.899999999994,1
36,296.7799999999999,14,10328.700000000003,0
52,336.91,77,22064.649999999998,0
60,428.48999999999995,20,29389.52,1
91,604.3900000000001,19,25152.820000000007,1
45,354.05,0,16873.38,0
36,230.98999999999998,19,23525.070000000007,1
57,445.4100000000001,1,8197.18,0
81,588.1500000000001,56,19383.95,0
82,600.6099999999998,57,11957.520000000002,0
94,615.5199999999999,39,12728.960000000003,0
94,713.46,15,22966.719999999994,0
70,420.31999999999994,0,15814.409999999998,0
95,575.75,0,5730.220000000001,1
77,603.3600000000001,39,11500.289999999999,0
51,371.83,63,5774.9800000000005,0
105,710.8800000000001,0,21114.469999999998,1
116,933.8199999999999,27,20474.34,0
80,555.85,140,24412.570000000003,1
157,1113.1399999999996,0,43107.50999999999,1
0,0,35,17322.590000000004,0
62,454.02,35,15018.46,0
15,91.89,6,2834.0399999999995,0
69,449.9299999999999,64,15557.04,0
5,14.219999999999999,2,2412.34,0
74,491.35999999999996,60,16944.44,0
61,443.12999999999994,45,15349.649999999998,0
91,563.3999999999999,60,11109.030000000002,0
112,751.7699999999998,0,16809.949999999997,1
0,0,201,27825.950000000008,1
17,141.04999999999998,14,9850.74,0
15,94.93,7,2727.9700000000003,0
90,682.9600000000002,75,14950.720000000001,0
90,562.8299999999998,25,20737.15,1
49,345.2400000000001,0,27032,0
69,479.78999999999996,0,17559.43,0
70,433.20000000000005,30,28987.38999999999,1
31,237.78999999999994,0,22706.369999999995,1
64,480.3299999999999,2,11640.090000000002,0
27,157.74,0,4208.92,1
55,357.49,133,26357.609999999997,1
64,495.2,21,20048.69,0
101,694.1999999999999,41,9351.780000000004,0
9,59.72,6,838.22,0
91,693.1499999999997,37,11562.480000000001,0
72,415.28000000000003,25,30960.739999999998,0
24,191.96999999999997,77,13292.230000000003,0
1,1.82,1,2091.87,0
50,345.78999999999996,0,18908.639999999996,0
76,616.5,17,18270.050000000007,0
1,1,48,20375.87,0
2,35.43,6,2745.8299999999995,0
93,628.5899999999999,41,19309.709999999995,0
71,457.93,51,16559.23,0
13,118.14999999999999,6,4961.28,0
71,453.97999999999996,43,13603.54,0
69,465.96,12,14982.270000000002,0
15,119.2,19,4294,0
51,381.12000000000006,43,14771.91,0
41,250.56000000000003,11,8678.320000000002,1
17,138.90000000000003,10,3272.89,1
76,529.09,62,30558.109999999993,1
89,602.8099999999998,56,19293.910000000003,0
52,378.93,117,23449.04,1
109,833.51,69,18408.839999999997,0
34,175.74,82,18467.000000000007,0
40,195.78999999999994,55,19493.38,0
54,434.49000000000007,0,48351.61000000001,1
203,1566.4500000000007,20,3059.86,1
63,412.88999999999993,23,13945.790000000003,0
58,413.71000000000004,29,21481.060000000005,0
43,223.90000000000003,12,23090.879999999997,0
58,400.8199999999998,15,19335.930000000008,0
75,511.02000000000027,49,17120.31,0
27,193.88,42,18621.18,0
51,363.92,38,21730.260000000006,1
53,340.13999999999993,65,9465.939999999999,1
53,459.4299999999999,78,21131.380000000005,0
58,368.87999999999994,92,13222.539999999999,0
21,207.13,8,14883.149999999998,0
76,432.8100000000001,0,19394.34,1
4,28.589999999999996,3,2743.76,0
40,259.22999999999996,20,19102.33,0
93,582.2500000000001,58,18997.74,0
16,85.78000000000002,46,11903.440000000004,0
42,318,71,19221.339999999997,0
39,284.29,23,20228.880000000005,0
160,1072.79,16,6608.91,1
143,995.5699999999999,79,28282.760000000006,1
123,730.24,34,13512.550000000005,0
37,267.39,0,15195.950000000003,0
35,244.43000000000004,42,8583.78,0
117,872.52,65,14487.659999999998,1
90,656.9099999999999,49,17636.4,0
54,374.45,13,19344.749999999996,0
55,298.6,6,14288.140000000003,0
29,143.87,0,16152.110000000004,0
49,344.91999999999996,17,23383.399999999998,0
144,1031.7899999999997,99,40174.340000000004,1
65,453.7799999999998,31,18811.609999999997,0
35,248.35999999999999,77,21368.519999999993,0
55,354.26,27,29615.73999999999,0
69,524.3000000000001,47,14684.590000000002,0
59,424.14999999999986,45,11701.84,0
72,599.3,25,11759.840000000004,0
95,595.4399999999999,22,15746.139999999994,0
122,821.6700000000001,56,9798.960000000003,0
141,1043.8899999999996,22,32651.10999999998,0
61,431.24000000000007,7,8977.45,0
37,287.34,45,19232.579999999987,0
4,17.78,11,11067.060000000001,0
68,467.0699999999999,62,27244.82,1
34,249.38,0,15363.820000000005,0
57,415.1000000000001,24,6087.86,0
42,322.81000000000006,32,10200.04,0
23,169.67,29,3997.9999999999995,0
96,691.6499999999999,47,16942.030000000002,0
77,542.2,8,18583.039999999997,0
15,129.64,0,5208.12,1
63,448.69000000000005,10,22764.139999999992,0
105,830.37,21,21165.029999999995,1
66,462.57999999999987,100,11846.31,1
66,461.84,85,14264.140000000003,0
43,264.67,40,15592.640000000001,0
19,185.22,0,3839.460000000001,0
67,496.63999999999993,38,15961.880000000005,0
68,476.65999999999997,41,24665.339999999997,0
23,145.37999999999997,0,6782.84,0
49,316.69000000000005,46,17519.290000000005,0
98,646.49,0,22585.009999999995,0
78,563.86,0,17061.33,1
65,444.01999999999987,77,9753.24,0
28,204.68999999999997,15,20081.809999999994,0
57,478.31000000000006,98,30343.76,1
55,367.67,37,8565.22,1
125,795.3600000000001,63,21447.619999999995,1
83,588.51,0,18698.900000000005,0
44,273.83,46,22230.629999999997,0
95,578.2399999999999,29,20622.440000000002,0
87,682.8799999999999,12,11682.790000000003,0
83,642.1900000000002,55,10806.689999999999,0
53,354.84999999999997,10,21820.269999999997,0
44,318.99,48,14817.030000000002,0
38,244.49999999999997,27,22060.68,0
61,376.1600000000001,38,24127.800000000003,0
90,519.05,53,17733.66,0
22,142.56,61,18891.629999999994,1
72,606.0600000000002,5,18602.93999999999,1
94,588.73,27,32679.809999999994,1
93,671.14,145,21441.949999999997,1
66,393.0799999999999,84,24502.47,0
77,524.8599999999999,85,20894.059999999987,0
52,341.83000000000004,68,15462.380000000003,0
46,309.18000000000006,27,18711.199999999997,0
43,299.43,34,20494.15,0
88,607.3900000000001,5,14365.650000000001,1
100,639.4300000000001,42,11230.929999999998,0
13,82.55000000000001,4,2890.46,1
30,224.39000000000001,14,19380.74000000001,0
88,580.46,75,7325.360000000001,1
5,34.58,7,10305.719999999998,0
79,619.7099999999998,20,20739.899999999998,0
75,512.8900000000001,51,22818.74,1
62,437.34999999999997,15,14804.650000000001,0
0,0,30,20016.749999999996,1
117,848.4400000000002,28,17736.309999999998,1
123,832.33,6,14670.490000000002,1
88,565.1700000000001,0,15494.050000000007,0
74,476.7600000000002,30,11823.13,0
55,393.26000000000005,54,13618.46,0
61,424.30000000000007,65,34888.18,1
38,320.13,8,13026.099999999999,0
104,691.93,14,34064.29,1
55,389.33000000000004,29,25047.079999999994,0
0,0,20,18418.269999999993,1
98,666.76,74,7844.430000000001,1
60,382.0299999999999,35,14891.120000000003,0
81,514.92,55,25022.460000000003,1
16,94.74999999999999,7,2696.04,1
62,446.8899999999999,7,21571.889999999996,0
37,256.66,35,8645.57,0
14,96.94999999999999,37,17190.83,0
60,424.15000000000003,66,30206.829999999998,1
68,543.4999999999998,2,11372.289999999999,0
68,544.6899999999998,16,15967.270000000004,0
81,606.2,36,20066.09999999999,0
84,558.2099999999999,46,19240.030000000002,1
80,552.3299999999999,23,18457.850000000006,0
37,253.95,69,18686.079999999998,0
106,767.6800000000003,49,40801.83999999999,1
80,688.54,39,11353.429999999998,1
66,437.74999999999994,22,25108.550000000007,0
34,234.73999999999998,43,26025.599999999995,0
106,625.2499999999998,67,8309.980000000001,0
72,578.6800000000002,50,15857.169999999996,0
19,130.88,94,11510.830000000002,1
68,434.33000000000004,0,19423.180000000004,0
82,589.3899999999999,62,23861.799999999996,0
50,330.17,45,12733.870000000003,0
73,587.4700000000003,1,15566.759999999998,1
49,292.50999999999993,46,12751.500000000002,0
63,499.41999999999996,17,9599.779999999999,0
18,113.18000000000002,19,11333.469999999998,0
65,433.03999999999996,69,20639.100000000002,0
64,473.61999999999983,68,16776.809999999998,0
22,128.51,64,19271.51,0
3,12.7,0,492.03,1
148,1115.6400000000003,41,25465.400000000005,1
112,751.0300000000003,45,21470.319999999996,1
60,427.28999999999996,6,7023.770000000002,0
29,192.28999999999996,73,14620.52,0
64,432.2500000000001,14,20009.41999999999,0
100,508.75999999999993,8,25598.869999999977,0
60,443.6499999999998,44,20860.9,0
6,26.63,5,370.06000000000006,0
68,328.74,13,17364.329999999998,0
88,573.4599999999999,54,8714.690000000002,0
77,550.3100000000001,0,23130.570000000003,1
23,163.65999999999997,19,4738.23,0
17,110.9,13,5813.080000000001,0
40,280.43999999999994,2,13934.540000000003,0
105,763.2699999999999,10,33233.63,1
43,310.01000000000005,0,11486.690000000004,1
69,469.46000000000004,55,15362.480000000001,0
2,11.96,3,0,1
76,501.1800000000001,0,16152.55,1
73,603.09,19,9988.180000000002,1
69,407.59,44,17249.51,0
100,825.8400000000001,0,20273.819999999996,1
81,625.4900000000001,126,16538.89,1
67,509.2899999999999,49,21074.819999999996,0
41,302.04,106,9755.950000000003,0
34,201.36999999999998,75,14174.84,0
19,112.68999999999998,12,4312.96,0
39,282.30999999999995,0,19236.800000000003,0
70,533.41,54,20011.869999999995,0
15,92.57,14,22027.43,0
79,517.9499999999999,1,26517.440000000002,1
93,688.5399999999998,18,14117.530000000002,1
20,140.19000000000003,0,6553.24,0
86,561.9200000000001,35,11141.110000000002,0
68,528.4300000000001,54,17229.4,0
88,564.56,0,13344.020000000006,0
71,549.04,80,19205.65,0
128,846.4999999999998,50,19450.329999999998,1
55,421.69,80,26894.33999999999,0
81,518.7299999999998,71,32418.280000000006,1
56,302.74,70,29223.17,0
35,219.78000000000003,15,8210.490000000002,0
74,492.63000000000005,2,27383.18,1
82,565.6500000000002,37,32715.30999999999,1
96,612.2600000000001,0,17911.890000000003,0
185,1278.8699999999997,13,4205.46,1
2,10.59,50,21507.940000000002,0
41,234.37000000000003,53,18876.629999999997,0
111,818.9099999999999,3,15530.91,1
56,333.22999999999996,0,15373.480000000007,0
78,551.49,33,7901.999999999999,0
67,506.1600000000001,0,23867.030000000002,1
72,452.1200000000002,28,14675.92,0
63,457.13,56,16211.97,1
47,326.23999999999995,41,17283.04,0
11,63.65,25,13013.33,0
94,609.8200000000002,63,20178.279999999995,0
71,452.1499999999999,39,16057.570000000002,0
27,200.93999999999997,34,11627.130000000001,0
32,244.80000000000004,13,7213.580000000001,0
51,363.5299999999999,29,22843.02,1
43,326.97999999999996,0,7331.52,0
40,307.94999999999993,45,14359.009999999998,0
69,536.6300000000001,47,15988.409999999998,0
66,513.1600000000001,97,21090.67,0
49,310.78000000000003,3,11506.66,0
23,147.69,30,18417.929999999997,0
69,528.67,47,22323.98,0
93,720.5099999999999,71,14800.780000000002,0
82,564.01,0,13846.029999999999,1
0,0,9,2923.5,1
22,166.81,41,20974.449999999993,0
77,515.5799999999999,108,26847.949999999993,0
96,697.2599999999998,19,23036.219999999994,0
72,495.1100000000001,34,15887.370000000003,0
43,256.9,1,10450.48,0
70,486.87000000000006,49,19080.910000000003,0
54,397.26,0,10687.340000000004,0
70,432.61,0,18428.599999999995,0
128,1012.4400000000002,72,20324.189999999995,1
38,272.96999999999997,47,18712.730000000007,0
79,529.3899999999999,20,15401.899999999998,0
49,354.9299999999999,79,12249.890000000003,1
69,515.5200000000001,34,21231.9,0
17,149.14,4,4332.45,0
58,410.1800000000001,97,12172.35,0
94,646.1100000000001,1,25811.639999999985,0
21,135.88000000000002,18,9561.560000000001,1
28,202.37999999999997,0,33924.13,1
62,491.52,58,28368.50999999999,0
85,561.13,84,9406.050000000001,1
18,148.36,94,9941.3,1
121,769.3599999999999,0,42437.52000000002,1
167,1051.6899999999998,0,22432.590000000004,1
67,429.17000000000013,11,13946.66,0
122,848.3300000000002,0,17129.710000000003,1
45,246.42,16,12499.780000000002,0
37,202.35999999999999,18,21066.02,1
77,480.37000000000006,33,20586.08,0
30,226.20000000000005,28,10332.55,0
63,403.3199999999999,65,16784.020000000004,0
76,551.5799999999999,72,15975.989999999996,0
69,420.57000000000016,102,14195.88,0
80,467.5,0,21004.279999999995,1
181,1181.8000000000002,169,21346.579999999994,1
92,536.9599999999999,18,20193.899999999998,0
58,408.32000000000005,0,23259.649999999998,0
37,258.7000000000001,0,10928.310000000001,1
74,526.94,0,17381.509999999995,1
83,603.2599999999999,155,17495.2,1
35,202.92,25,12603.8,0
58,304.29999999999995,50,14954.859999999999,0
72,462.9600000000001,1,11958.39,0
48,352.54999999999995,30,22371.84,0
56,483.17,52,16331.710000000003,0
83,584.1699999999997,39,22832.66999999999,0
68,410.60999999999996,56,15614.770000000006,1
68,531.96,26,13654.590000000004,0
50,359.72999999999996,102,3664.6000000000004,1
2,23.53,2,201.07999999999998,0
35,274.22999999999996,12,11389.980000000001,0
87,637.2600000000001,81,12511.370000000003,0
58,387.39000000000004,61,14632.199999999997,0
32,187.52,47,19373.91,0
19,132.06,15,2971.51,0
38,230.9,28,11324.259999999998,0
55,331.98000000000013,0,12673.710000000001,0
87,655.24,1,17428.840000000004,0
40,247.62999999999997,0,21420.43999999999,0
42,333.36,48,14566.340000000007,0
9,94.14,91,38368.57999999998,1
54,409.79,49,13211.820000000002,0
78,583.03,15,20350.959999999995,0
44,287.93,9,27093.069999999992,0
82,507.89,88,17543.37,1
62,376.64000000000004,73,14286.43,0
71,501.59,40,17828.400000000005,1
82,589.9499999999999,9,11666.320000000002,0
128,804.9699999999999,84,20562.17,1
99,658.24,10,16013.779999999999,0
49,359.23999999999995,0,6088.300000000001,1
99,705.1799999999997,24,19813.350000000002,0
114,847.5899999999998,23,34047.43,1
68,467.39000000000016,29,26934.769999999997,0
61,444.3999999999999,32,9673.310000000001,0
